refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00003120,ORD00016319,CUST000410,2023-08-31,1910.07,Wrong Product,Bank Transfer,Approved,USD
REF00003121,ORD00002142,CUST002162,2025-01-29,365.02,Product Not as Described,Store Credit,Approved,USD
REF00003122,ORD00006297,CUST004233,2024-01-18,1151.75,Product Not as Described,Store Credit,Approved,USD
REF00003123,ORD00012481,CUST000893,2023-03-25,1527.29,Product Not as Described,Gift Card,Approved,USD
REF00003124,ORD00021418,CUST004294,2024-08-05,164.22,Quality Issue,Bank Transfer,Approved,USD
REF00003125,ORD00007899,CUST004814,2026-06-21,260.98,Wrong Product,Bank Transfer,Approved,USD
REF00003126,ORD00007636,CUST001539,2025-12-16,1301.78,Damaged Item,Bank Transfer,Approved,USD
REF00003127,ORD00010029,CUST001111,2023-05-10,56.2,Damaged Item,Bank Transfer,Approved,USD
REF00003128,ORD00005871,CUST002183,2024-10-23,244.19,Damaged Item,Original Payment Method,Pending,USD
REF00003129,ORD00008293,CUST003122,2023-07-22,2029.58,Customer Changed Mind,Original Payment Method,Pending,USD
REF00003130,ORD00024644,CUST000990,2026-06-27,1474.53,Damaged Item,Bank Transfer,Pending,USD
REF00003131,ORD00001600,CUST004010,2024-05-02,143.34,Customer Changed Mind,Store Credit,Approved,USD
REF00003132,ORD00000818,CUST004317,2024-11-15,525.57,Wrong Product,Store Credit,Approved,USD
REF00003133,ORD00021971,CUST003075,2023-04-26,1182.1,Quality Issue,Gift Card,Approved,USD
REF00003134,ORD00001893,CUST001272,2023-03-08,468.78,Late Delivery,Store Credit,Approved,USD
REF00003135,ORD00025530,CUST002307,2023-05-01,1395.47,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003136,ORD00007868,CUST004746,2023-09-18,964.54,Product Not as Described,Bank Transfer,Pending,USD
REF00003137,ORD00014372,CUST000218,2023-07-04,33.53,Product Not as Described,Store Credit,Approved,USD
REF00003138,ORD00007424,CUST004089,2025-03-06,1601.59,Late Delivery,Gift Card,Approved,USD
REF00003139,ORD00024914,CUST000766,2023-06-24,93.47,Wrong Product,Store Credit,Approved,USD
REF00003140,ORD00017817,CUST002428,2023-07-10,852.92,Duplicate Charge,Original Payment Method,Approved,USD
REF00003141,ORD00006218,CUST004036,2024-02-20,909.61,Product Not as Described,Bank Transfer,Approved,USD
REF00003142,ORD00027572,CUST001908,2025-08-09,1176.01,Damaged Item,Gift Card,Rejected,USD
REF00003143,ORD00022344,CUST002663,2025-06-19,1015.09,Damaged Item,Store Credit,Approved,USD
REF00003144,ORD00027019,CUST003548,2024-01-15,881.94,Missing Parts,Bank Transfer,Approved,USD
REF00003145,ORD00022602,CUST002895,2024-07-06,1336.24,Damaged Item,Original Payment Method,Approved,USD
REF00003146,ORD00016929,CUST002626,2026-06-25,139.02,Damaged Item,Gift Card,Approved,USD
REF00003147,ORD00021667,CUST000879,2025-07-02,285.75,Late Delivery,Original Payment Method,Approved,USD
REF00003148,ORD00016398,CUST001529,2024-07-03,197.23,Late Delivery,Gift Card,Approved,USD
REF00003149,ORD00015834,CUST000758,2025-02-18,541.9,Late Delivery,Original Payment Method,Pending,USD
REF00003150,ORD00005912,CUST004631,2023-10-01,1234.76,Damaged Item,Gift Card,Approved,USD
REF00003151,ORD00010680,CUST003585,2026-02-09,1594.29,Quality Issue,Gift Card,Approved,USD
REF00003152,ORD00020499,CUST004864,2023-08-12,1383.62,Late Delivery,Store Credit,Approved,USD
REF00003153,ORD00013914,CUST003364,2023-02-13,4016.63,Late Delivery,Bank Transfer,Approved,USD
REF00003154,ORD00010174,CUST001744,2024-09-24,4731.74,Customer Changed Mind,Store Credit,Approved,USD
REF00003155,ORD00027592,CUST002244,2025-03-15,74.33,Missing Parts,Store Credit,Approved,USD
REF00003156,ORD00024873,CUST003048,2023-12-03,876.97,Duplicate Charge,Original Payment Method,Approved,USD
REF00003157,ORD00002918,CUST001737,2024-05-20,531.31,Late Delivery,Bank Transfer,Approved,USD
REF00003158,ORD00007991,CUST004445,2026-06-01,102.55,Damaged Item,Gift Card,Approved,USD
REF00003159,ORD00004778,CUST000217,2025-12-28,806.59,Quality Issue,Gift Card,Pending,USD
REF00003160,ORD00000269,CUST003417,2026-06-18,375.91,Customer Changed Mind,Store Credit,Approved,USD
REF00003161,ORD00009977,CUST002742,2023-12-09,647.44,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003162,ORD00022119,CUST004012,2024-11-22,749.43,Product Not as Described,Original Payment Method,Approved,USD
REF00003163,ORD00011205,CUST002166,2025-11-21,3870.33,Late Delivery,Bank Transfer,Approved,USD
REF00003164,ORD00025828,CUST001242,2023-12-19,2340.16,Product Not as Described,Store Credit,Approved,USD
REF00003165,ORD00009858,CUST004513,2024-04-04,2770.32,Late Delivery,Gift Card,Approved,USD
REF00003166,ORD00004942,CUST002777,2024-01-06,363.48,Wrong Product,Store Credit,Approved,USD
REF00003167,ORD00029665,CUST002593,2025-12-18,386.95,Product Not as Described,Gift Card,Approved,USD
REF00003168,ORD00010969,CUST001424,2024-10-08,663.6,Damaged Item,Store Credit,Approved,USD
REF00003169,ORD00003072,CUST000027,2023-07-04,2322.24,Damaged Item,Store Credit,Approved,USD
REF00003170,ORD00029079,CUST002477,2025-04-13,250.69,Duplicate Charge,Original Payment Method,Approved,USD
REF00003171,ORD00029050,CUST004209,2026-04-10,5521.0,Quality Issue,Store Credit,Approved,USD
REF00003172,ORD00015241,CUST004798,2024-12-03,772.8,Quality Issue,Bank Transfer,Approved,USD
REF00003173,ORD00007109,CUST003868,2026-02-21,748.13,Quality Issue,Gift Card,Approved,USD
REF00003174,ORD00019799,CUST000935,2025-12-01,948.49,Quality Issue,Gift Card,Approved,USD
REF00003175,ORD00012806,CUST004255,2025-10-25,224.59,Quality Issue,Store Credit,Approved,USD
REF00003176,ORD00014183,CUST004290,2025-01-07,440.56,Missing Parts,Gift Card,Approved,USD
REF00003177,ORD00018878,CUST003117,2025-07-06,800.84,Quality Issue,Store Credit,Approved,USD
REF00003178,ORD00002783,CUST001806,2024-05-29,1250.11,Customer Changed Mind,Bank Transfer,Rejected,USD
REF00003179,ORD00003007,CUST001008,2025-06-11,1814.0,Damaged Item,Original Payment Method,Approved,USD
REF00003180,ORD00008710,CUST001862,2025-11-28,912.85,Missing Parts,Original Payment Method,Approved,USD
REF00003181,ORD00027237,CUST004653,2025-05-20,3014.44,Product Not as Described,Gift Card,Approved,USD
REF00003182,ORD00019222,CUST001823,2023-08-31,1389.23,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003183,ORD00002071,CUST004112,2023-09-04,2736.8,Quality Issue,Gift Card,Pending,USD
REF00003184,ORD00020792,CUST003644,2025-09-01,1105.0,Duplicate Charge,Original Payment Method,Pending,USD
REF00003185,ORD00020149,CUST001596,2024-05-09,1165.77,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003186,ORD00023921,CUST000961,2026-03-15,441.58,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003187,ORD00029680,CUST003187,2024-06-15,1920.39,Quality Issue,Gift Card,Approved,USD
REF00003188,ORD00000693,CUST001152,2023-11-01,88.88,Customer Changed Mind,Store Credit,Approved,USD
REF00003189,ORD00024897,CUST002147,2026-05-06,391.65,Missing Parts,Original Payment Method,Pending,USD
REF00003190,ORD00015155,CUST004094,2024-11-06,1229.75,Damaged Item,Gift Card,Approved,USD
REF00003191,ORD00001980,CUST001467,2026-05-23,92.44,Quality Issue,Gift Card,Approved,USD
REF00003192,ORD00002787,CUST004885,2024-11-11,1357.17,Missing Parts,Gift Card,Approved,USD
REF00003193,ORD00028334,CUST004009,2023-09-14,629.22,Product Not as Described,Gift Card,Approved,USD
REF00003194,ORD00002831,CUST004922,2025-09-05,2573.61,Wrong Product,Gift Card,Approved,USD
REF00003195,ORD00000538,CUST001774,2023-05-09,365.25,Late Delivery,Store Credit,Approved,USD
REF00003196,ORD00001749,CUST002229,2023-09-06,717.28,Customer Changed Mind,Gift Card,Approved,USD
REF00003197,ORD00018105,CUST001047,2023-04-29,1231.34,Duplicate Charge,Bank Transfer,Rejected,USD
REF00003198,ORD00020541,CUST004168,2025-04-12,282.07,Wrong Product,Original Payment Method,Approved,USD
REF00003199,ORD00006090,CUST004610,2023-04-05,177.22,Late Delivery,Store Credit,Approved,USD
REF00003200,ORD00003630,CUST002550,2023-08-07,281.37,Quality Issue,Original Payment Method,Approved,USD
REF00003201,ORD00022353,CUST003534,2024-02-04,1202.76,Wrong Product,Bank Transfer,Pending,USD
REF00003202,ORD00021085,CUST001288,2024-08-21,1240.36,Late Delivery,Store Credit,Approved,USD
REF00003203,ORD00007022,CUST000103,2025-07-02,184.07,Missing Parts,Original Payment Method,Approved,USD
REF00003204,ORD00013654,CUST002232,2023-08-22,94.34,Late Delivery,Bank Transfer,Rejected,USD
REF00003205,ORD00009507,CUST003290,2025-06-16,3090.56,Product Not as Described,Original Payment Method,Approved,USD
REF00003206,ORD00027242,CUST004247,2026-05-30,2079.1,Quality Issue,Gift Card,Pending,USD
REF00003207,ORD00025574,CUST004648,2025-01-09,1663.73,Damaged Item,Gift Card,Rejected,USD
REF00003208,ORD00028823,CUST001670,2025-04-21,44.63,Damaged Item,Store Credit,Approved,USD
REF00003209,ORD00002876,CUST002917,2025-06-28,3084.47,Customer Changed Mind,Original Payment Method,Rejected,USD
REF00003210,ORD00027757,CUST004351,2025-06-09,109.94,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003211,ORD00017184,CUST001330,2025-11-16,1363.96,Damaged Item,Store Credit,Approved,USD
REF00003212,ORD00028272,CUST000559,2023-08-24,1518.33,Quality Issue,Bank Transfer,Approved,USD
REF00003213,ORD00001405,CUST002714,2025-05-06,2073.58,Product Not as Described,Store Credit,Approved,USD
REF00003214,ORD00028402,CUST003260,2025-05-19,420.29,Damaged Item,Bank Transfer,Approved,USD
REF00003215,ORD00009905,CUST003607,2023-08-15,1686.78,Damaged Item,Bank Transfer,Approved,USD
REF00003216,ORD00022533,CUST002268,2023-05-17,1090.9,Damaged Item,Store Credit,Approved,USD
REF00003217,ORD00003235,CUST000399,2023-07-24,598.81,Quality Issue,Gift Card,Approved,USD
REF00003218,ORD00025594,CUST001975,2024-01-09,934.49,Damaged Item,Gift Card,Approved,USD
REF00003219,ORD00025319,CUST001647,2023-02-20,2605.83,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003220,ORD00021706,CUST004269,2024-10-02,3681.48,Missing Parts,Store Credit,Approved,USD
REF00003221,ORD00019276,CUST000934,2026-03-23,1138.93,Product Not as Described,Original Payment Method,Pending,USD
REF00003222,ORD00010963,CUST002252,2026-01-11,2244.46,Product Not as Described,Gift Card,Approved,USD
REF00003223,ORD00016392,CUST000221,2023-11-07,1596.08,Late Delivery,Original Payment Method,Pending,USD
REF00003224,ORD00008787,CUST003514,2024-04-26,761.4,Quality Issue,Store Credit,Approved,USD
REF00003225,ORD00008813,CUST002960,2024-12-16,49.48,Duplicate Charge,Original Payment Method,Approved,USD
REF00003226,ORD00029325,CUST001450,2026-03-15,1017.1,Missing Parts,Original Payment Method,Approved,USD
REF00003227,ORD00003062,CUST001457,2025-06-21,436.31,Missing Parts,Original Payment Method,Approved,USD
REF00003228,ORD00019712,CUST002176,2026-01-15,1489.32,Quality Issue,Store Credit,Approved,USD
REF00003229,ORD00028798,CUST000635,2024-07-20,22.44,Customer Changed Mind,Gift Card,Approved,USD
REF00003230,ORD00029916,CUST003107,2025-08-27,203.93,Wrong Product,Store Credit,Approved,USD
REF00003231,ORD00017476,CUST000073,2023-11-04,1308.37,Damaged Item,Gift Card,Approved,USD
REF00003232,ORD00020880,CUST001683,2024-11-15,165.74,Damaged Item,Gift Card,Rejected,USD
REF00003233,ORD00007885,CUST003234,2024-05-20,630.93,Wrong Product,Store Credit,Approved,USD
REF00003234,ORD00029782,CUST002014,2023-08-20,606.23,Duplicate Charge,Gift Card,Approved,USD
REF00003235,ORD00014777,CUST001726,2024-03-13,96.12,Damaged Item,Bank Transfer,Approved,USD
REF00003236,ORD00000008,CUST000145,2024-05-04,3735.76,Duplicate Charge,Original Payment Method,Approved,USD
REF00003237,ORD00026449,CUST000428,2023-02-24,319.94,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003238,ORD00014002,CUST004849,2025-03-01,295.19,Product Not as Described,Original Payment Method,Approved,USD
REF00003239,ORD00002280,CUST003914,2025-12-18,964.16,Late Delivery,Store Credit,Approved,USD
REF00003240,ORD00007831,CUST000862,2025-11-22,2433.26,Late Delivery,Original Payment Method,Approved,USD
REF00003241,ORD00000122,CUST000146,2024-08-18,955.78,Duplicate Charge,Original Payment Method,Pending,USD
REF00003242,ORD00010241,CUST001205,2023-10-01,453.59,Quality Issue,Original Payment Method,Approved,USD
REF00003243,ORD00025134,CUST004999,2026-07-19,665.98,Late Delivery,Gift Card,Approved,USD
REF00003244,ORD00027688,CUST003307,2024-04-15,311.87,Customer Changed Mind,Store Credit,Approved,USD
REF00003245,ORD00019400,CUST001752,2026-02-15,4390.53,Customer Changed Mind,Gift Card,Approved,USD
REF00003246,ORD00001609,CUST004833,2026-06-06,2526.29,Late Delivery,Store Credit,Approved,USD
REF00003247,ORD00006581,CUST000440,2023-11-06,1040.48,Duplicate Charge,Store Credit,Approved,USD
REF00003248,ORD00020841,CUST004069,2026-02-07,24.61,Product Not as Described,Original Payment Method,Approved,USD
REF00003249,ORD00026698,CUST002228,2024-06-26,223.3,,Store Credit,Pending,USD
REF00003250,ORD00002144,CUST001599,2023-11-22,1418.6,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003251,ORD00002324,CUST002675,2026-05-03,6577.8,Wrong Product,Store Credit,Pending,USD
REF00003252,ORD00009910,CUST002529,2026-05-08,1039.23,Quality Issue,Store Credit,Approved,USD
REF00003253,ORD00005324,CUST004616,2023-05-10,1456.8,Product Not as Described,Store Credit,Approved,USD
REF00003254,ORD00017635,CUST002877,2023-04-25,61.74,Late Delivery,Original Payment Method,Pending,USD
REF00003255,ORD00018336,CUST002881,2025-11-12,1417.44,Product Not as Described,Bank Transfer,Approved,USD
REF00003256,ORD00029366,CUST003426,2026-02-22,1247.61,Product Not as Described,Original Payment Method,Pending,USD
REF00003257,ORD00001130,CUST000341,2026-01-02,1383.96,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003258,ORD00007988,CUST002350,2026-05-26,420.03,Quality Issue,Bank Transfer,Approved,USD
REF00003259,ORD00003744,CUST001329,2023-05-30,375.5,Late Delivery,Original Payment Method,Approved,USD
REF00003260,ORD00029319,CUST001262,2023-05-25,493.97,Product Not as Described,Gift Card,Approved,USD
REF00003261,ORD00004324,CUST002340,2025-11-25,405.74,Product Not as Described,Gift Card,Approved,USD
REF00003262,ORD00011604,CUST004366,2024-11-03,78.08,Duplicate Charge,Bank Transfer,Pending,USD
REF00003263,ORD00026188,CUST003300,2026-05-30,1230.31,Wrong Product,Gift Card,Approved,USD
REF00003264,ORD00007902,CUST004413,2024-11-02,365.54,Damaged Item,Original Payment Method,Approved,USD
REF00003265,ORD00023275,CUST001911,2025-02-20,225.94,Late Delivery,Store Credit,Pending,USD
REF00003266,ORD00020420,CUST000251,2023-09-18,874.39,Wrong Product,Original Payment Method,Approved,USD
REF00003267,ORD00015374,CUST004650,2025-02-13,2105.46,Product Not as Described,Bank Transfer,Approved,USD
REF00003268,ORD00010768,CUST001656,2024-01-02,2345.88,Customer Changed Mind,Gift Card,Approved,USD
REF00003269,ORD00028251,CUST000822,2024-06-11,373.06,Missing Parts,Store Credit,Approved,USD
REF00003270,ORD00005899,CUST002671,2024-12-19,930.4,Quality Issue,Store Credit,Approved,USD
REF00003271,ORD00023189,CUST002196,2024-07-20,5211.63,Customer Changed Mind,Bank Transfer,Rejected,USD
REF00003272,ORD00023183,CUST002726,2024-09-11,862.29,Damaged Item,Gift Card,Approved,USD
REF00003273,ORD00027363,CUST004780,2025-01-22,437.62,Duplicate Charge,Store Credit,Approved,USD
REF00003274,ORD00000073,CUST003336,2025-03-05,801.37,Damaged Item,Store Credit,Approved,USD
REF00003275,ORD00000559,CUST000685,2025-06-13,3987.96,Product Not as Described,Bank Transfer,Pending,USD
REF00003276,ORD00007180,CUST001113,2026-01-21,2529.39,Damaged Item,Bank Transfer,Approved,USD
REF00003277,ORD00013689,CUST001941,2025-12-12,110.74,Late Delivery,Store Credit,Approved,USD
REF00003278,ORD00021697,CUST001332,2024-02-29,499.37,Quality Issue,Original Payment Method,Approved,USD
REF00003279,ORD00004758,CUST000359,2024-09-01,1721.4,Product Not as Described,Store Credit,Approved,USD
REF00003280,ORD00013413,CUST004201,2023-01-24,1208.93,Late Delivery,Bank Transfer,Rejected,USD
REF00003281,ORD00022746,CUST002643,2023-01-14,1313.75,Wrong Product,Original Payment Method,Approved,USD
REF00003282,ORD00002432,CUST000597,2023-02-14,436.62,Customer Changed Mind,Store Credit,Pending,USD
REF00003283,ORD00024010,CUST004466,2023-10-27,420.45,Wrong Product,Bank Transfer,Approved,USD
REF00003284,ORD00027107,CUST004424,2024-06-17,712.94,Duplicate Charge,Store Credit,Approved,USD
REF00003285,ORD00029501,CUST002906,2026-05-19,697.01,Late Delivery,Bank Transfer,Pending,USD
REF00003286,ORD00007287,CUST000917,2024-11-20,2257.5,Quality Issue,Bank Transfer,Pending,USD
REF00003287,ORD00003508,CUST003693,2025-07-09,677.16,Product Not as Described,Store Credit,Approved,USD
REF00003288,ORD00003964,CUST004457,2025-05-25,484.93,Product Not as Described,Original Payment Method,Pending,USD
REF00003289,ORD00015512,CUST000185,2024-07-05,2267.63,Customer Changed Mind,Store Credit,Approved,USD
REF00003290,ORD00015724,CUST004475,2025-01-31,1368.3,Quality Issue,Gift Card,Approved,USD
REF00003291,ORD00022685,CUST004256,2025-04-08,1606.63,Late Delivery,Bank Transfer,Approved,USD
REF00003292,ORD00026729,CUST003498,2025-11-23,685.9,Product Not as Described,Bank Transfer,Approved,USD
REF00003293,ORD00001452,CUST004194,2024-07-23,927.88,Late Delivery,Bank Transfer,Approved,USD
REF00003294,ORD00003514,CUST001564,2024-11-28,266.28,Damaged Item,Original Payment Method,Approved,USD
REF00003295,ORD00012321,CUST003235,2025-02-11,360.79,Product Not as Described,Original Payment Method,Approved,USD
REF00003296,ORD00001535,CUST003001,2024-07-13,159.58,Quality Issue,Gift Card,Pending,USD
REF00003297,ORD00029384,CUST003636,2024-04-09,317.07,Product Not as Described,Gift Card,Approved,USD
REF00003298,ORD00013238,CUST004443,2023-06-19,2482.25,Late Delivery,Gift Card,Approved,USD
REF00003299,ORD00020782,CUST003616,2026-06-27,363.49,Wrong Product,Bank Transfer,Approved,USD
REF00003300,ORD00029254,CUST001958,2024-11-08,719.96,Damaged Item,Bank Transfer,Pending,USD
REF00003301,ORD00012767,CUST001805,2024-10-16,631.8,Product Not as Described,Store Credit,Approved,USD
REF00003302,ORD00006788,CUST004673,2024-01-04,3666.66,Late Delivery,Bank Transfer,Approved,USD
REF00003303,ORD00026797,CUST001456,2024-03-27,1652.22,Damaged Item,Store Credit,Rejected,USD
REF00003304,ORD00023860,CUST002595,2024-06-07,2043.45,Missing Parts,Store Credit,Approved,USD
REF00003305,ORD00023358,CUST004313,2023-04-30,78.81,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003306,ORD00011520,CUST003245,2026-02-20,1240.16,Damaged Item,Original Payment Method,Approved,USD
REF00003307,ORD00017531,CUST002809,2023-09-28,1756.1,Duplicate Charge,Store Credit,Approved,USD
REF00003308,ORD00019906,CUST000611,2026-03-28,157.32,Late Delivery,Gift Card,Approved,USD
REF00003309,ORD00029206,CUST004174,2023-08-29,2213.73,Late Delivery,Original Payment Method,Approved,USD
REF00003310,ORD00014702,CUST003582,2026-05-10,1410.03,Late Delivery,Original Payment Method,Approved,USD
REF00003311,ORD00028710,CUST000759,2023-03-19,1361.48,Quality Issue,Original Payment Method,Approved,USD
REF00003312,ORD00020510,CUST002166,2023-02-10,1157.08,Damaged Item,Original Payment Method,Approved,USD
REF00003313,ORD00006463,CUST002782,2026-01-10,1558.4,Product Not as Described,Bank Transfer,Approved,USD
REF00003314,ORD00029645,CUST001341,2023-08-20,4506.32,Damaged Item,Gift Card,Approved,USD
REF00003315,ORD00000841,CUST001396,2025-10-16,148.63,Quality Issue,Store Credit,Approved,USD
REF00003316,ORD00024633,CUST004691,2025-10-08,33.78,Missing Parts,Gift Card,Approved,USD
REF00003317,ORD00006114,CUST002437,2024-11-15,35.79,Wrong Product,Store Credit,Approved,USD
REF00003318,ORD00013414,CUST003800,2023-04-25,469.78,Duplicate Charge,Original Payment Method,Approved,USD
REF00003319,ORD00014554,CUST002206,2025-07-29,1047.91,Missing Parts,Gift Card,Approved,USD
REF00003320,ORD00000832,CUST004992,2025-05-02,1609.56,Duplicate Charge,Original Payment Method,Pending,USD
REF00003321,ORD00012860,CUST003487,2023-08-01,116.89,Product Not as Described,Bank Transfer,Pending,USD
REF00003322,ORD00022083,CUST003355,2024-06-28,381.09,Quality Issue,Gift Card,Approved,USD
REF00003323,ORD00021011,CUST004039,2026-03-30,702.19,Duplicate Charge,Original Payment Method,Approved,USD
REF00003324,ORD00027745,CUST000254,2026-06-09,5321.56,Missing Parts,Bank Transfer,Approved,USD
REF00003325,ORD00020022,CUST004412,2025-07-11,340.67,Quality Issue,Store Credit,Approved,USD
REF00003326,ORD00029627,CUST001774,2025-05-22,736.93,Missing Parts,Original Payment Method,Approved,USD
REF00003327,ORD00016539,CUST003803,2026-05-21,628.18,Late Delivery,Gift Card,Approved,USD
REF00003328,ORD00023323,CUST000080,2024-04-02,1752.4,Late Delivery,Bank Transfer,Approved,USD
REF00003329,ORD00014200,CUST003010,2025-08-18,1080.09,Late Delivery,Original Payment Method,Approved,USD
REF00003330,ORD00000978,CUST002843,2024-08-01,1694.51,Wrong Product,Gift Card,Approved,USD
REF00003331,ORD00016749,CUST004210,2025-03-18,2886.35,Damaged Item,Original Payment Method,Approved,USD
REF00003332,ORD00029419,CUST003931,2025-08-09,2462.1,Damaged Item,Bank Transfer,Approved,USD
REF00003333,ORD00014389,CUST001332,2026-01-05,673.03,Damaged Item,Store Credit,Approved,USD
REF00003334,ORD00011372,CUST004224,2025-04-01,1257.21,Missing Parts,Gift Card,Approved,USD
REF00003335,ORD00001017,CUST004736,2025-10-12,676.79,Duplicate Charge,Bank Transfer,Pending,USD
REF00003336,ORD00025146,CUST003517,2024-11-30,1442.52,Late Delivery,Original Payment Method,Approved,USD
REF00003337,ORD00011798,CUST000917,2025-01-10,297.52,Late Delivery,Gift Card,Approved,USD
REF00003338,ORD00009544,CUST002882,2024-03-19,592.68,Product Not as Described,Store Credit,Approved,USD
REF00003339,ORD00001094,CUST000014,2023-02-03,620.44,Late Delivery,Gift Card,Approved,USD
REF00003340,ORD00000366,CUST003586,2024-12-21,132.92,Wrong Product,Gift Card,Rejected,USD
REF00003341,ORD00004001,CUST001800,2025-11-12,576.25,Missing Parts,Original Payment Method,Approved,USD
REF00003342,ORD00021833,CUST000272,2023-07-22,165.35,Wrong Product,Bank Transfer,Approved,USD
REF00003343,ORD00018060,CUST001236,2023-09-05,3183.91,Product Not as Described,Original Payment Method,Approved,USD
REF00003344,ORD00004846,CUST004478,2024-08-07,447.22,Wrong Product,Store Credit,Approved,USD
REF00003345,ORD00008361,CUST002453,2024-09-03,4296.96,Product Not as Described,Bank Transfer,Rejected,USD
REF00003346,ORD00006383,CUST000061,2023-05-25,1832.58,Duplicate Charge,Store Credit,Approved,USD
REF00003347,ORD00000876,CUST004524,2023-04-09,1211.72,Quality Issue,Original Payment Method,Approved,USD
REF00003348,ORD00026695,CUST001312,2025-06-14,365.67,Customer Changed Mind,Bank Transfer,Rejected,USD
REF00003349,ORD00003728,CUST002480,2023-04-21,1135.86,Late Delivery,Store Credit,Approved,USD
REF00003350,ORD00000565,CUST003310,2025-09-23,4238.35,Missing Parts,Bank Transfer,Approved,USD
REF00003351,ORD00021115,CUST003263,2024-09-09,755.77,Product Not as Described,Gift Card,Approved,USD
REF00003352,ORD00011514,CUST000728,2025-04-04,1599.29,Wrong Product,Store Credit,Approved,USD
REF00003353,ORD00014219,CUST000903,2023-11-14,52.18,Quality Issue,Bank Transfer,Approved,USD
REF00003354,ORD00008684,CUST003863,2024-12-05,1872.33,Damaged Item,Store Credit,Approved,USD
REF00003355,ORD00009308,CUST003816,2023-03-20,107.18,Product Not as Described,Store Credit,Pending,USD
REF00003356,ORD00005882,CUST004035,2025-12-10,728.3,Quality Issue,Store Credit,Approved,USD
REF00003357,ORD00013876,CUST002537,2026-04-14,1121.05,Wrong Product,Gift Card,Approved,USD
REF00003358,ORD00024509,CUST001241,2025-06-26,1945.81,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003359,ORD00024683,CUST003368,2025-11-19,3390.27,Duplicate Charge,Bank Transfer,Approved,USD
REF00003360,ORD00020552,CUST000057,2026-04-30,232.07,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003361,ORD00016414,CUST000908,2023-06-22,627.44,Product Not as Described,Bank Transfer,Approved,USD
REF00003362,ORD00013550,CUST000310,2023-06-26,262.2,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003363,ORD00008987,CUST004494,2024-09-01,317.46,Quality Issue,Gift Card,Approved,USD
REF00003364,ORD00020924,CUST003832,2024-11-15,315.54,Late Delivery,Gift Card,Approved,USD
REF00003365,ORD00024074,CUST003100,2026-05-25,2439.91,Quality Issue,Bank Transfer,Approved,USD
REF00003366,ORD00007457,CUST001670,2023-07-09,13.23,Damaged Item,Store Credit,Approved,USD
REF00003367,ORD00028067,CUST004394,2025-11-12,643.65,Product Not as Described,Bank Transfer,Rejected,USD
REF00003368,ORD00010629,CUST003104,2024-09-03,1648.7,Missing Parts,Store Credit,Approved,USD
REF00003369,ORD00015297,CUST001805,2024-05-03,1391.23,Wrong Product,Original Payment Method,Approved,USD
REF00003370,ORD00029917,CUST000268,2025-08-16,2530.35,Damaged Item,Gift Card,Approved,USD
REF00003371,ORD00027102,CUST003299,2023-03-24,164.51,Product Not as Described,Store Credit,Approved,USD
REF00003372,ORD00018690,CUST000020,2023-04-01,2771.23,Late Delivery,Store Credit,Approved,USD
REF00003373,ORD00007463,CUST002418,2023-11-08,1942.08,Damaged Item,Original Payment Method,Approved,USD
REF00003374,ORD00014704,CUST000722,2024-11-02,3670.48,Duplicate Charge,Original Payment Method,Approved,USD
REF00003375,ORD00001342,CUST002643,2024-05-25,243.2,Damaged Item,Bank Transfer,Rejected,USD
REF00003376,ORD00025978,CUST001844,2026-05-07,28.61,Missing Parts,Store Credit,Approved,USD
REF00003377,ORD00008489,CUST002225,2025-04-02,273.69,Late Delivery,Store Credit,Approved,USD
REF00003378,ORD00008197,CUST002712,2023-11-15,315.25,Wrong Product,Gift Card,Rejected,USD
REF00003379,ORD00019985,CUST002179,2026-07-01,3707.26,Quality Issue,Bank Transfer,Approved,USD
REF00003380,ORD00004191,CUST004301,2025-02-16,5733.68,Damaged Item,Store Credit,Approved,USD
REF00003381,ORD00011550,CUST004391,2023-03-30,224.15,Late Delivery,Gift Card,Rejected,USD
REF00003382,ORD00015694,CUST001915,2025-06-10,689.53,Duplicate Charge,Gift Card,Approved,USD
REF00003383,ORD00000604,CUST004063,2024-06-06,204.6,Product Not as Described,Bank Transfer,Approved,USD
REF00003384,ORD00009644,CUST004929,2023-05-18,2239.84,Wrong Product,Gift Card,Approved,USD
REF00003385,ORD00001435,CUST004712,2025-03-15,740.49,Product Not as Described,Store Credit,Approved,USD
REF00003386,ORD00013003,CUST004040,2024-08-23,3090.23,Damaged Item,Store Credit,Approved,USD
